DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
8/16/2017 5:00,21.95,64.99,4.909,0.088,0.1,27502.24195,18045.61774,18531.91223
8/16/2017 5:10,22.05,64.29,4.911,0.073,0.1,26389.87791,17289.12355,17960.12539
8/16/2017 5:20,21.96,66.82,4.913,0.077,0.104,25469.30078,16946.9905,17159.62382
8/16/2017 5:30,21.97,68.22,4.913,0.102,0.067,25130.47725,16369.16579,16070.21944
8/16/2017 5:40,21.89,68.49,4.913,0.08,0.104,24510.36626,15757.12777,15618.80878
8/16/2017 5:50,21.86,69.26,4.91,0.088,0.122,24350.54384,15369.37698,15402.13166
8/16/2017 6:00,21.94,69.49,4.912,0.088,0.148,24753.29634,15205.91341,15107.21003
8/16/2017 6:10,21.86,69.46,4.913,0.143,0.111,24778.86792,15646.8849,15065.07837
8/16/2017 6:20,21.83,69.32,4.91,0.519,0.452,24983.44062,15829.35586,15125.26646
8/16/2017 6:30,21.93,69.16,4.914,2.259,1.774,25181.62042,15711.51003,15028.96552
8/16/2017 6:40,21.96,69.06,4.911,8.28,6.86,25418.1576,16239.91552,15678.99687
8/16/2017 6:50,21.72,68.12,4.911,27.04,23.57,25648.30189,16623.86484,16262.82132
8/16/2017 7:00,21.88,66.52,4.913,49.38,43.9,26223.6626,17243.50581,16485.51724
8/16/2017 7:10,21.94,66.76,4.913,73.2,65.64,26990.81021,17874.55121,16684.13793
8/16/2017 7:20,22.02,67.26,4.912,99.6,82.9,27668.45727,18410.55966,16840.62696
8/16/2017 7:30,22.05,67.29,4.909,128.1,56.9,27988.10211,18661.45723,17310.09404
8/16/2017 7:40,22.2,66.92,4.913,158.8,26.34,28115.96004,19376.13516,18050.40752
8/16/2017 7:50,22.26,65.82,4.912,190,22.92,28716.89234,19900.73918,18652.2884
8/16/2017 8:00,22.66,64.99,4.914,220.8,24,29701.39845,20516.57867,18748.58934
8/16/2017 8:10,22.97,65.02,4.913,254.4,24.69,30225.61598,20946.14572,19013.41693
8/16/2017 8:20,23.21,64.75,4.915,287.6,25.16,30538.86792,21748.25766,19344.45141
8/16/2017 8:30,23.45,64.19,4.915,321.2,25.15,31082.26415,21919.32418,19488.90282
8/16/2017 8:40,23.74,63.49,4.912,354.3,25.46,31625.66038,22462.93559,19916.23824
8/16/2017 8:50,24.02,62.49,4.917,386.6,25.95,32271.34295,23033.15734,20469.96865
8/16/2017 9:00,24.4,61.12,4.913,417.4,26.78,32987.34739,23227.03273,20969.52978
8/16/2017 9:10,24.64,59.92,4.914,449,26.96,33556.31521,23588.17318,21330.65831
8/16/2017 9:20,24.91,58.85,4.914,479.7,27.77,34246.74806,24093.7698,22052.91536
8/16/2017 9:30,25.28,59.05,4.915,506.5,29.15,35212.07547,24709.60929,22763.1348
8/16/2017 9:40,25.53,58.35,4.916,534.9,29.83,35921.68701,25032.73495,23172.41379
8/16/2017 9:50,25.67,57.32,4.915,563.1,30.13,36752.7636,25295.03696,23690.03135
8/16/2017 10:00,25.93,56.85,4.914,588.3,31.18,37577.44728,25561.14044,24213.66771
8/16/2017 10:10,26.2,55.05,4.913,613.8,31.13,38146.41509,26348.04646,24574.79624
8/16/2017 10:20,26.52,54.22,4.914,637.7,32.16,38542.77469,26895.45935,24755.3605
8/16/2017 10:30,26.7,53.45,4.915,659.8,32.05,39354.67259,27150.15839,24911.84953
8/16/2017 10:40,27.07,52.38,4.915,681.5,32.31,39942.81909,27226.18796,24911.84953
8/16/2017 10:50,27.2,51.15,4.914,701,32.7,40115.4273,27233.79092,25212.78997
8/16/2017 11:00,27.32,51.05,4.911,721,33.41,40614.07325,27663.35797,25525.76803
8/16/2017 11:10,27.62,50.65,4.912,740,34.3,41055.18313,28115.7339,25754.48276
8/16/2017 11:20,27.86,50.08,4.908,758,34.6,41419.57825,28381.83738,25856.80251
8/16/2017 11:30,27.93,49.38,4.906,774,35.59,41975.76027,28244.98416,25850.7837
8/16/2017 11:40,28.2,48.58,4.908,787,36.16,41969.36737,28423.65364,25983.19749
8/16/2017 11:50,28.55,47.62,4.908,799,36.78,42020.51054,28727.77191,26326.26959
8/16/2017 12:00,28.59,48.02,4.907,809,36.31,41860.68812,28446.46251,26404.51411
8/16/2017 12:10,28.63,47.05,4.91,821,37.25,42161.15427,28336.21964,26621.19122
8/16/2017 12:20,28.69,47.58,4.908,827,37.4,42359.33407,28355.22703,26958.24451
8/16/2017 12:30,29.27,47.05,4.909,835,37.36,42499.9778,28454.06547,27168.90282
8/16/2017 12:40,29.34,45.65,4.909,841,37.74,42384.90566,28332.41816,27325.39185
8/16/2017 12:50,29.2,45.62,4.908,843,37.46,42314.5838,28077.71911,27481.88088
8/16/2017 13:00,29.35,44.71,4.908,846,37.55,42295.40511,28381.83738,27421.69279
8/16/2017 13:10,29.35,44.71,4.905,848,37.44,42602.26415,28541.49947,27259.18495
8/16/2017 13:20,29.63,44.95,4.911,846,37.88,42883.55161,28514.88912,27198.99687
8/16/2017 13:30,29.69,44.55,4.904,846,37.87,42896.3374,28545.30095,27307.33542
8/16/2017 13:40,29.97,44.55,4.908,840,38.61,42877.15871,28792.39704,27493.9185
8/16/2017 13:50,30.04,44.51,4.908,837,38.35,42448.83463,28704.96304,27439.74922
8/16/2017 14:00,29.76,45.28,4.908,831,38.63,42263.44062,28990.07392,27391.59875
8/16/2017 14:10,29.7,45.12,4.909,822,38.85,42282.61931,28955.86061,27235.10972
8/16/2017 14:20,29.79,45.38,4.906,815,40.21,42455.22752,28895.03696,27205.01567
8/16/2017 14:30,30.03,44.38,4.904,806,39.71,42193.11876,29012.88279,27072.60188
8/16/2017 14:40,29.95,44.41,4.909,794,39.15,42263.44062,28731.57339,26928.15047
8/16/2017 14:50,29.75,44.78,4.908,782,39.04,41911.8313,28750.58078,26910.09404
8/16/2017 15:00,29.83,44.81,4.907,765,37.5,41975.76027,28511.08765,26801.75549
8/16/2017 15:10,29.81,44.58,4.906,746,37.37,41534.65039,28419.85216,26639.24765
8/16/2017 15:20,30.1,43.55,4.906,726,37.16,41253.36293,28317.21225,26115.61129
8/16/2017 15:30,29.94,43.65,4.906,709,36.91,41170.25527,28108.13094,26025.32915
8/16/2017 15:40,30.39,43.08,4.908,689.3,37.84,41093.54051,28039.70433,25923.0094
8/16/2017 15:50,29.74,44.38,4.908,671,37.98,41099.93341,27834.4245,25995.23511
8/16/2017 16:00,29.66,44.38,4.908,649.3,36.22,40869.78912,27404.85744,26097.55486
8/16/2017 16:10,29.71,43.81,4.907,626.5,35.31,40965.68257,27458.07814,26151.72414
8/16/2017 16:20,29.62,45.08,4.905,599.9,34.42,40799.46726,27287.01162,26163.76176
8/16/2017 16:30,29.34,45.65,4.904,577.1,33.38,40486.21532,27199.57761,26229.96865
8/16/2017 16:40,29.15,45.98,4.906,550,32.56,39968.39068,27032.31257,26404.51411
8/16/2017 16:50,29.02,45.45,4.905,523.4,31.69,39693.49612,26918.26822,26753.60502
8/16/2017 17:00,28.61,46.65,4.908,494.8,31.45,39508.10211,26808.02534,26771.66144
8/16/2017 17:10,28.55,47.05,4.907,466.6,31.84,39124.5283,26948.68004,26904.07524
8/16/2017 17:20,28.58,46.28,4.906,435.4,45.83,39143.70699,26712.98838,27132.78997
8/16/2017 17:30,27.99,47.65,4.908,297.1,100.5,39130.9212,26899.26082,27403.63636
8/16/2017 17:40,27.71,48.88,4.906,371.3,306.5,39003.06326,26876.45195,26699.43574
8/16/2017 17:50,27.78,48.35,4.903,342.8,365.9,38932.7414,26887.85639,27698.55799
8/16/2017 18:00,27.6,49.25,4.909,311.1,341.6,39137.3141,26846.04013,28541.19122
8/16/2017 18:10,27.33,50.52,4.908,276.6,305.6,39041.42064,26625.55438,28661.5674
8/16/2017 18:20,27.1,51.78,4.908,243.6,270.5,39508.10211,26731.99578,29167.14734
8/16/2017 18:30,26.72,53.28,4.908,212,236.9,40134.60599,27302.21753,29576.42633
8/16/2017 18:40,26.5,53.85,4.906,183.2,206.1,40556.53718,27613.93875,30401.00313
8/16/2017 18:50,26.32,53.92,4.905,153.9,174.7,40179.35627,27910.45407,32236.73981
8/16/2017 19:00,26.1,54.15,4.905,126.6,144.7,41131.89789,29358.81732,34716.48903
8/16/2017 19:10,25.88,54.72,4.907,100.8,115.9,44232.45283,31210.13728,37948.58934
8/16/2017 19:20,25.67,55.75,4.906,78.6,90.9,47217.93563,32913.19958,39688.02508
8/16/2017 19:30,25.5,55.95,4.906,58.34,68.04,48637.15871,34137.27561,40259.81191
8/16/2017 19:40,25.15,57.05,4.906,38.67,44.85,49730.34406,34699.8944,40669.09091
8/16/2017 19:50,24.93,57.08,4.906,15.97,15.27,50037.20311,34981.2038,40626.95925
8/16/2017 20:00,24.64,57.68,4.904,6.042,5.034,50165.06104,34962.19641,40494.54545
8/16/2017 20:10,24.44,58.28,4.906,2.442,2.063,49851.8091,34848.15206,40193.60502
8/16/2017 20:20,24.28,58.68,4.909,0.614,0.537,49941.30966,34525.0264,40019.05956
8/16/2017 20:30,24.07,59.11,4.908,0.128,0.13,49455.4495,34266.52587,39633.8558
8/16/2017 20:40,23.91,59.38,4.909,0.102,0.111,49206.12653,34114.46674,39525.51724
8/16/2017 20:50,23.79,59.61,0.535,0.088,0.074,48899.26748,33757.12777,38929.65517
8/16/2017 21:00,23.67,59.94,0.069,0.091,0.085,48611.58713,33833.15734,38472.22571
8/16/2017 21:10,23.48,60.15,0.074,0.066,0.133,48400.62153,33449.20803,38165.26646
8/16/2017 21:20,23.3,60.98,0.072,0.091,0.115,46329.32297,33129.88384,37683.76176
8/16/2017 21:30,23.15,61.58,0.072,0.088,0.137,45760.35516,32970.22175,37220.31348
8/16/2017 21:40,23.02,62.05,0.068,0.088,0.059,45376.78135,32833.36853,37057.80564
8/16/2017 21:50,22.91,62.34,0.07,0.113,0.078,47237.11432,32829.56705,36209.15361
8/16/2017 22:00,22.79,62.78,0.07,0.091,0.096,48349.47836,32449.41922,35757.74295
8/16/2017 22:10,22.68,63.21,0.069,0.091,0.085,47697.40289,31970.43295,34806.77116
8/16/2017 22:20,22.52,63.75,0.07,0.106,0.111,46732.07547,31354.59345,34216.9279
8/16/2017 22:30,22.4,64.05,0.072,0.11,0.1,45996.89234,31004.85744,33976.17555
8/16/2017 22:40,22.29,64.45,0.067,0.08,0.141,45306.45949,30495.45935,33699.31034
8/16/2017 22:50,22.17,65.12,0.073,0.095,0.111,44590.45505,30305.38543,33338.18182
8/16/2017 23:00,21.97,65.79,0.067,0.113,0.093,43810.52164,29951.84794,32766.39498
8/16/2017 23:10,21.88,66.29,0.068,0.113,0.104,43139.26748,29484.2661,32339.05956
8/16/2017 23:20,21.75,67.19,0.072,0.055,0.111,42237.86903,29066.10348,31803.38558
8/16/2017 23:30,21.61,67.99,0.071,0.066,0.119,41016.82575,28628.93347,31285.76803
8/16/2017 23:40,21.52,68.49,0.069,0.077,0.137,39987.56937,27956.07181,30665.83072
8/16/2017 23:50,21.49,69.02,0.075,0.091,0.111,39297.13651,27408.65892,30082.00627
8/17/2017 0:00,21.46,69.59,0.072,0.069,0.133,38076.09323,26884.05491,29359.74922
8/17/2017 0:10,21.44,69.92,0.069,0.132,0.085,37174.69478,26522.91447,28787.96238
8/17/2017 0:20,21.37,70.9,0.072,0.11,0.111,36401.15427,25983.10454,28011.53605
8/17/2017 0:30,21.19,72.1,0.068,0.095,0.107,35621.22087,25705.59662,27271.22257
8/17/2017 0:40,21.1,74.3,0.068,0.069,0.115,34726.21532,25097.36008,26807.77429
8/17/2017 0:50,21.01,74.8,0.072,0.066,0.137,34400.17758,24709.60929,26344.32602
8/17/2017 1:00,21.01,74.5,0.073,0.08,0.156,33722.53052,24131.78458,25904.95298
8/17/2017 1:10,21.05,74.6,0.071,0.073,0.122,33268.63485,23508.34213,25351.22257
8/17/2017 1:20,21.02,75.3,0.072,0.08,0.115,32738.02442,23101.58395,24875.73668
8/17/2017 1:30,20.93,75.7,0.066,0.091,0.078,32360.84351,22732.84055,24370.15674
8/17/2017 1:40,20.91,75.7,0.068,0.091,0.078,31945.30522,22261.45723,23792.3511
8/17/2017 1:50,20.91,75.8,0.066,0.084,0.126,31536.15982,21881.3094,23617.80564
8/17/2017 2:00,20.88,75.9,0.066,0.102,0.144,30941.62042,21611.40444,23172.41379
8/17/2017 2:10,20.87,76,0.067,0.091,0.085,30340.68812,21166.63147,22853.41693
8/17/2017 2:20,20.78,76.3,0.066,0.077,0.148,30155.29412,20972.75607,22696.9279
8/17/2017 2:30,20.85,76.3,0.065,0.069,0.159,30219.22309,20645.82893,22402.00627
8/17/2017 2:40,20.79,75.9,0.066,0.077,0.152,29822.86349,20520.38015,21800.12539
8/17/2017 2:50,20.7,76.3,0.069,0.069,0.13,26025.4828,20113.62196,21420.94044
8/17/2017 3:00,20.69,75.7,0.069,0.088,0.089,27904.99445,20166.84266,20807.02194
8/17/2017 3:10,20.62,75.8,0.069,0.088,0.107,28787.21421,20045.19535,20548.21317
8/17/2017 3:20,20.47,75.9,0.066,0.088,0.081,28959.82242,19938.75396,20421.81818
8/17/2017 3:30,20.41,75.8,0.068,0.055,0.096,29202.7525,19733.47413,20150.97179
8/17/2017 3:40,20.49,75.4,0.071,0.095,0.104,29439.28968,19646.04013,20030.59561
8/17/2017 3:50,20.53,75,0.072,0.051,0.148,29439.28968,19782.89335,20277.36677
8/17/2017 4:00,20.54,75,0.072,0.066,0.107,29937.93563,20052.79831,20469.96865
8/17/2017 4:10,20.53,74.6,0.074,0.073,0.126,30008.25749,20098.41605,20199.12226
8/17/2017 4:20,20.61,74.4,0.072,0.062,0.13,29611.89789,19953.95987,19874.10658
8/17/2017 4:30,20.62,74.4,0.072,0.08,0.104,29541.57603,19912.14361,19537.05329
8/17/2017 4:40,20.57,74.9,0.074,0.095,0.137,29503.21865,19687.85639,19254.16928
8/17/2017 4:50,20.53,75.4,0.072,0.073,0.1,29062.10877,19319.11299,18989.34169
8/17/2017 5:00,20.53,75.4,0.069,0.091,0.159,28199.0677,18741.28828,18610.15674
8/17/2017 5:10,20.55,75.3,0.073,0.084,0.111,26958.84573,17612.24921,18128.65204
8/17/2017 5:20,20.57,75.2,0.07,0.091,0.111,25820.9101,17167.47624,17484.6395
8/17/2017 5:30,20.6,75.4,0.068,0.073,0.115,25290.29967,16897.57128,16359.12226
8/17/2017 5:40,20.46,76.1,0.07,0.077,0.13,25149.65594,16312.14361,15378.05643
8/17/2017 5:50,20.4,76.3,0.073,0.08,0.144,25405.37181,16046.04013,15805.39185
8/17/2017 6:00,20.46,76.2,0.069,0.084,0.104,25315.87125,16319.74657,15077.11599
8/17/2017 6:10,20.56,75.9,0.07,0.135,0.122,25565.19423,16840.5491,14872.47649
8/17/2017 6:20,20.39,76,0.069,0.424,0.363,26281.19867,16848.15206,15305.83072
8/17/2017 6:30,20.27,76.5,0.069,2.032,1.567,26658.37958,17057.23337,15522.50784
8/17/2017 6:40,20.48,76.1,0.073,6.937,5.493,26703.12986,17380.35903,15618.80878
8/17/2017 6:50,20.5,75.6,0.068,21.61,17.8,27246.52608,17616.05069,16040.12539
8/17/2017 7:00,20.48,75.7,0.071,43.29,36.66,27924.17314,18395.35375,16130.40752
8/17/2017 7:10,20.54,75.7,0.066,67.94,57.98,28288.56826,18965.5755,16587.83699
8/17/2017 7:20,20.65,75.3,0.068,93.7,68.1,28633.78468,19387.5396,16708.21317
8/17/2017 7:30,20.72,75,0.076,122.2,43.94,28793.6071,19870.32735,17003.1348
8/17/2017 7:40,20.85,75,0.072,151.7,31.52,28755.24972,20311.29884,17490.65831
8/17/2017 7:50,21.06,73.9,0.067,182.5,31.94,29695.00555,21227.45512,18285.14107
8/17/2017 8:00,21.38,73.4,0.072,216.5,33.54,30411.00999,21482.15417,18760.62696
8/17/2017 8:10,21.76,72.1,0.072,250.2,34.7,31197.33629,21923.12566,19236.11285
8/17/2017 8:20,22.17,69.79,0.068,283.2,35.81,31644.83907,22519.95776,19603.26019
8/17/2017 8:30,22.45,68.46,0.074,318.1,36.51,32328.87902,22957.12777,20205.14107
8/17/2017 8:40,22.74,67.32,0.071,350.1,37.01,33377.3141,23679.40866,21312.60188
8/17/2017 8:50,23.08,65.89,0.073,381.2,37.44,33703.35183,24086.16684,21348.71473
8/17/2017 9:00,23.43,64.69,0.072,413.1,38.32,34566.3929,24489.12355,22540.43887
8/17/2017 9:10,23.72,63.12,0.075,444.6,38.64,35116.18202,25264.62513,23070.09404
8/17/2017 9:20,24.06,61.99,0.071,473.7,39.07,35570.07769,25717.00106,23202.50784
8/17/2017 9:30,24.4,60.65,0.072,504.9,39.44,36279.68923,25960.29567,23340.94044
8/17/2017 9:40,24.72,59.55,0.073,535,39.94,36784.72808,26386.06125,23665.95611
8/17/2017 9:50,24.94,58.59,0.071,561.1,40.51,37424.01776,26811.82682,23954.85893
8/17/2017 10:00,25.08,57.49,0.072,585.2,41.3,37455.98224,26880.25343,24249.78056
8/17/2017 10:10,25.51,56.05,0.07,609,42.11,38581.13208,27302.21753,24490.53292
8/17/2017 10:20,25.86,54.35,0.074,632.4,42.87,39578.42397,27591.12988,24604.89028
8/17/2017 10:30,26.21,52.45,0.073,654.2,42.98,39814.96115,28077.71911,24929.90596
8/17/2017 10:40,26.92,50.82,0.069,675.8,43.2,40025.92675,27956.07181,25501.69279
8/17/2017 10:50,27.34,49.58,0.07,699.7,43.05,40575.71587,28096.7265,25597.99373
8/17/2017 11:00,27.61,48.95,0.066,720,43.27,40793.07436,28115.7339,25983.19749
8/17/2017 11:10,28.06,46.65,0.069,736,43.45,41394.00666,28214.57233,26235.98746
8/17/2017 11:20,28.32,45.38,0.07,753,43.37,41662.50832,28533.89652,26512.85266
8/17/2017 11:30,28.33,45.12,0.068,770,43.36,41924.61709,28640.33791,26759.62382
8/17/2017 11:40,28.68,44.51,0.07,785,42.87,42359.33407,28940.6547,26867.96238
8/17/2017 11:50,29.05,43.31,0.067,798,43.3,42826.01554,28963.46357,26807.77429
8/17/2017 12:00,29.18,42.38,0.072,806,43.41,42544.72808,28891.23548,26976.30094
8/17/2017 12:10,29.39,41.71,0.073,817,42.81,42608.65705,28948.25766,27066.58307
8/17/2017 12:20,29.46,39.45,0.073,823,43.45,42685.37181,29107.91975,27090.65831
8/17/2017 12:30,29.64,38.41,0.072,833,43.19,42973.05216,29100.31679,27174.92163
8/17/2017 12:40,30.18,37.75,0.073,836,43.47,42653.40733,28997.67687,27277.24138
8/17/2017 12:50,29.98,37.45,0.075,838,43.12,42742.90788,29047.09609,27253.16614
8/17/2017 13:00,30.16,37.48,0.072,841,43.25,42998.62375,29377.82471,27475.86207
8/17/2017 13:10,30.55,35.41,0.071,843,43.16,42992.23085,29678.1415,27704.5768
8/17/2017 13:20,30.76,34.48,0.074,841,43.66,43158.44617,29438.64836,27493.9185
8/17/2017 13:30,30.97,33.98,0.072,837,44.11,42979.44506,29347.41288,27481.88088
8/17/2017 13:40,31.21,33.48,0.073,831,44.39,42698.1576,29362.6188,27445.76803
8/17/2017 13:50,31.39,33.68,0.077,827,45.01,42730.12209,29301.79514,27168.90282
8/17/2017 14:00,31.87,32.38,0.075,822,45.24,42634.22863,29134.5301,27036.48903
8/17/2017 14:10,31.65,33.01,0.07,812,46.49,42468.01332,29218.16262,27114.73354
8/17/2017 14:20,31.54,33.78,0.072,800,47.92,42263.44062,29161.14044,27012.41379
8/17/2017 14:30,31.54,33.58,0.074,787,48.84,42116.404,28929.25026,26910.09404
8/17/2017 14:40,31.29,36.01,0.07,778,52.5,41777.58047,28746.7793,26801.75549
8/17/2017 14:50,30.67,38.28,0.071,762,53.58,41656.11543,28712.566,26693.41693
8/17/2017 15:00,30.14,39.45,0.071,745,53.89,41585.79356,28708.76452,26747.58621
8/17/2017 15:10,29.41,41.35,0.069,729,55.57,41515.4717,28792.39704,26573.04075
8/17/2017 15:20,29.46,42.25,0.07,713,56.21,41125.50499,28435.05808,26368.40125
8/17/2017 15:30,29.13,42.58,0.071,692.4,55.23,41074.36182,28370.43295,26217.93103
8/17/2017 15:40,29.23,42.45,0.071,675.3,54.6,40997.64706,28324.81521,26019.31034
8/17/2017 15:50,28.96,43.21,0.073,654.3,53.52,40729.14539,28127.13833,26091.53605
8/17/2017 16:00,28.94,43.11,0.07,631.8,52.8,40307.21421,27594.93136,26121.63009
8/17/2017 16:10,29.21,43.08,0.072,608.7,51.9,40057.89123,27530.30623,26037.36677
8/17/2017 16:20,29.34,43.05,0.074,584.2,52.17,39725.4606,27013.30517,26001.25392
8/17/2017 16:30,29.32,42.95,0.073,561.2,53.61,39814.96115,26659.76769,26043.38558
8/17/2017 16:40,29.13,43.58,0.069,529.5,54.42,39642.35294,26598.94403,26169.78056
8/17/2017 16:50,29.07,43.91,0.071,505,54.65,39207.63596,26629.35586,26229.96865
8/17/2017 17:00,29.11,44.18,0.069,472.3,53.01,39022.24195,26519.11299,26308.21317
8/17/2017 17:10,29.07,44.58,0.07,448.6,53.04,38881.59822,26659.76769,26536.9279
8/17/2017 17:20,29.07,45.38,0.07,417.5,59.14,38958.31299,26530.51742,26819.81191
8/17/2017 17:30,29.08,45.25,0.071,304.9,88.7,38689.81132,26743.40021,26843.88715
8/17/2017 17:40,28.78,45.52,0.072,325.5,227,38900.77691,26663.56917,27072.60188
8/17/2017 17:50,28.66,46.05,0.072,319.3,318.6,38875.20533,26617.95143,27331.41066
8/17/2017 18:00,28.79,46.08,0.069,283.8,298.1,38868.81243,26481.0982,27891.15987
8/17/2017 18:10,28.6,47.51,0.072,249.8,263.6,38977.49168,26545.72334,28342.57053
8/17/2017 18:20,28.29,48.18,0.068,219.1,232.4,39559.24528,26640.7603,28824.07524
8/17/2017 18:30,27.82,49.38,0.066,189.1,201.6,39891.67592,26857.44456,29329.65517
8/17/2017 18:40,27.75,49.54,0.071,161.2,172.8,40492.60821,26849.84161,30148.21317
8/17/2017 18:50,27.48,50.51,0.067,132.9,142.6,41291.72031,27739.38754,31520.50157
8/17/2017 19:00,27.11,52.18,0.071,107.8,115.6,43203.19645,29229.56705,34656.30094
8/17/2017 19:10,26.8,52.58,0.066,83.8,89.3,46834.36182,31358.39493,36973.54232
8/17/2017 19:20,26.53,53.68,0.071,63.38,66.98,49730.34406,33160.29567,38995.86207
8/17/2017 19:30,26.22,55.28,0.071,43.96,45.52,51092.03108,34437.5924,39826.45768
8/17/2017 19:40,25.9,56.28,0.072,28.43,28.71,51820.82131,34623.86484,40542.69592
8/17/2017 19:50,25.69,56.68,0.072,13.24,11.66,51737.71365,34958.39493,40548.71473
8/17/2017 20:00,25.56,57.28,0.071,5.475,4.674,51507.56937,34927.9831,39886.64577
8/17/2017 20:10,25.41,57.71,0.07,1.879,1.533,51571.49834,34715.10032,39778.30721
8/17/2017 20:20,25.3,57.98,0.066,0.391,0.307,51239.0677,34745.51214,39411.15987
8/17/2017 20:30,25.17,58.25,0.071,0.117,0.152,51111.20977,34388.17318,38863.44828
8/17/2017 20:40,25.06,58.75,0.074,0.091,0.119,50893.85128,34163.88596,38400
8/17/2017 20:50,24.94,59.12,0.072,0.084,0.074,50791.56493,34034.63569,37942.57053
8/17/2017 21:00,24.55,60.55,0.072,0.069,0.096,50126.70366,33662.09081,37701.81818
8/17/2017 21:10,24.52,60.55,0.072,0.073,0.1,49755.91565,33529.03907,37328.65204
8/17/2017 21:20,24.51,60.62,0.071,0.08,0.111,49500.19978,33114.67793,37148.08777
8/17/2017 21:30,24.38,60.72,0.073,0.11,0.078,49225.30522,33023.44245,37009.65517
8/17/2017 21:40,24.18,61.48,0.071,0.091,0.1,49046.30411,32791.55227,36528.15047
8/17/2017 21:50,24,61.95,0.07,0.077,0.096,48554.05105,32403.80148,35902.19436
8/17/2017 22:00,23.78,62.65,0.07,0.091,0.104,48004.26193,32160.50686,35372.53918
8/17/2017 22:10,23.75,62.65,0.068,0.102,0.078,47460.8657,31921.01373,35149.84326
8/17/2017 22:20,23.62,62.95,0.069,0.102,0.067,46489.14539,31677.71911,34740.56426
8/17/2017 22:30,23.6,62.91,0.067,0.084,0.104,45817.89123,31183.52693,34373.41693
8/17/2017 22:40,23.56,62.65,0.069,0.088,0.093,44769.45616,30658.92291,33879.87461
8/17/2017 22:50,23.45,63.11,0.069,0.117,0.096,43963.95117,30259.76769,33253.9185
8/17/2017 23:00,23.21,64.05,0.074,0.08,0.1,42921.90899,29834.00211,32892.78997
8/17/2017 23:10,23.05,64.75,0.07,0.099,0.07,42257.04772,29412.03801,32603.88715
8/17/2017 23:20,23.05,64.81,0.069,0.088,0.096,41604.97225,28841.81626,32074.23197
8/17/2017 23:30,23.1,64.48,0.068,0.08,0.096,40575.71587,28450.26399,31291.78683
8/17/2017 23:40,22.99,65.08,0.072,0.102,0.1,39872.49723,28051.10876,30918.62069
8/17/2017 23:50,22.99,65.11,0.071,0.066,0.093,38971.09878,27515.10032,30334.79624
8/18/2017 0:00,22.94,65.61,0.069,0.077,0.133,38216.73696,27020.90813,29684.76489
8/18/2017 0:10,22.67,66.41,0.068,0.091,0.089,37519.91121,26625.55438,29293.54232
8/18/2017 0:20,22.57,66.98,0.07,0.077,0.122,36708.01332,26291.02429,28414.79624
8/18/2017 0:30,22.51,67.18,0.071,0.091,0.104,35768.25749,25606.75818,27794.85893
8/18/2017 0:40,22.5,67.38,0.071,0.08,0.104,35192.89678,25085.95565,27174.92163
8/18/2017 0:50,22.48,67.48,0.073,0.084,0.119,34643.10766,24671.59451,26657.30408
8/18/2017 1:00,22.49,67.48,0.074,0.073,0.133,34080.53274,24032.94615,26121.63009
8/18/2017 1:10,22.45,67.75,0.069,0.077,0.119,33441.24306,23679.40866,25525.76803
8/18/2017 1:20,22.41,67.88,0.067,0.095,0.137,33217.49168,23215.6283,25098.4326
8/18/2017 1:30,22.32,68.42,0.068,0.073,0.111,32552.63041,22710.03168,24502.57053
8/18/2017 1:40,22.28,68.62,0.073,0.08,0.085,32124.30633,22333.68532,23882.63323
8/18/2017 1:50,22.17,69.42,0.069,0.048,0.133,31958.09101,21915.5227,23340.94044
8/18/2017 2:00,21.99,70.3,0.071,0.084,0.148,31357.15871,21725.44879,22925.64263
8/18/2017 2:10,21.94,70.5,0.073,0.102,0.093,30986.3707,21550.58078,22438.11912
8/18/2017 2:20,21.96,70.6,0.071,0.099,0.085,30941.62042,21227.45512,22010.7837
8/18/2017 2:30,21.93,70.6,0.072,0.088,0.119,30641.15427,20847.30729,21643.63636
8/18/2017 2:40,21.85,71.2,0.072,0.073,0.163,30308.72364,20448.15206,21270.47022
8/18/2017 2:50,21.75,71.8,0.069,0.08,0.133,30168.07991,20258.07814,21126.01881
8/18/2017 3:00,21.67,72.3,0.068,0.069,0.122,29969.90011,20406.3358,21029.71787
8/18/2017 3:10,21.58,72.7,0.074,0.08,0.126,29848.43507,20136.43083,20861.19122
8/18/2017 3:20,21.56,72.7,0.074,0.091,0.126,29605.50499,20117.42344,20728.77743
8/18/2017 3:30,21.47,73.1,0.068,0.077,0.137,29624.68368,19760.08448,20674.60815
8/18/2017 3:40,21.38,73.5,0.067,0.062,0.133,29631.07658,20117.42344,20548.21317
8/18/2017 3:50,21.29,73.9,0.065,0.084,0.096,29650.25527,20068.00422,20560.25078
8/18/2017 4:00,21.23,74.1,0.067,0.084,0.089,30046.61487,20239.07075,20788.96552
8/18/2017 4:10,21.15,74.5,0.069,0.091,0.115,30487.72475,20444.35058,20602.38245
8/18/2017 4:20,21.1,74.6,0.074,0.102,0.107,30174.47281,19900.73918,20337.55486
8/18/2017 4:30,21.12,74.5,0.07,0.102,0.089,29854.82797,19832.31257,20090.7837
8/18/2017 4:40,21.02,75,0.074,0.077,0.093,29605.50499,19763.88596,19741.69279
