Wind Speed,general diffuse flows,diffuse flows,Month,Year,Day,DayOfWeek,Hour_sin,Hour_cos,Hour_normalized,Minute_normalized,Zone 1 normalized,Temperature normalized,Humidity normalized,Wind Speed normalized
0.071,0.095,0.104,8,2017,17,3,0.707,0.707,0.125,0.667,0.329,0.094,0.776,0.003
0.072,0.051,0.148,8,2017,17,3,0.707,0.707,0.125,0.833,0.329,0.096,0.771,0.003
0.072,0.066,0.107,8,2017,17,3,0.866,0.5,0.167,0.0,0.344,0.097,0.771,0.003
0.074,0.073,0.126,8,2017,17,3,0.866,0.5,0.167,0.167,0.346,0.096,0.766,0.003
0.072,0.062,0.13,8,2017,17,3,0.866,0.5,0.167,0.333,0.334,0.101,0.764,0.003
0.072,0.08,0.104,8,2017,17,3,0.866,0.5,0.167,0.5,0.332,0.101,0.764,0.003
0.074,0.095,0.137,8,2017,17,3,0.866,0.5,0.167,0.667,0.331,0.099,0.77,0.003
0.072,0.073,0.1,8,2017,17,3,0.866,0.5,0.167,0.833,0.318,0.096,0.776,0.003
0.069,0.091,0.159,8,2017,17,3,0.966,0.259,0.208,0.0,0.292,0.096,0.776,0.002
0.073,0.084,0.111,8,2017,17,3,0.966,0.259,0.208,0.167,0.256,0.097,0.775,0.003
0.07,0.091,0.111,8,2017,17,3,0.966,0.259,0.208,0.333,0.222,0.099,0.774,0.003
0.068,0.073,0.115,8,2017,17,3,0.966,0.259,0.208,0.5,0.207,0.1,0.776,0.002
0.07,0.077,0.13,8,2017,17,3,0.966,0.259,0.208,0.667,0.202,0.092,0.785,0.003
0.073,0.08,0.144,8,2017,17,3,0.966,0.259,0.208,0.833,0.21,0.089,0.787,0.003
0.069,0.084,0.104,8,2017,17,3,1.0,0.0,0.25,0.0,0.207,0.092,0.786,0.002
0.07,0.135,0.122,8,2017,17,3,1.0,0.0,0.25,0.167,0.215,0.098,0.782,0.003
0.069,0.424,0.363,8,2017,17,3,1.0,0.0,0.25,0.333,0.236,0.088,0.784,0.002
0.069,2.032,1.567,8,2017,17,3,1.0,0.0,0.25,0.5,0.247,0.081,0.79,0.002
0.073,6.937,5.493,8,2017,17,3,1.0,0.0,0.25,0.667,0.248,0.093,0.785,0.003
0.068,21.61,17.8,8,2017,17,3,1.0,0.0,0.25,0.833,0.264,0.094,0.779,0.002
0.071,43.29,36.66,8,2017,17,3,0.966,-0.259,0.292,0.0,0.284,0.093,0.78,0.003
0.066,67.94,57.98,8,2017,17,3,0.966,-0.259,0.292,0.167,0.295,0.097,0.78,0.002
0.068,93.7,68.1,8,2017,17,3,0.966,-0.259,0.292,0.333,0.305,0.103,0.775,0.002
0.076,122.2,43.94,8,2017,17,3,0.966,-0.259,0.292,0.5,0.31,0.107,0.771,0.004
0.072,151.7,31.52,8,2017,17,3,0.966,-0.259,0.292,0.667,0.309,0.115,0.771,0.003
0.067,182.5,31.94,8,2017,17,3,0.966,-0.259,0.292,0.833,0.336,0.127,0.758,0.002
0.072,216.5,33.54,8,2017,17,3,0.866,-0.5,0.333,0.0,0.358,0.146,0.752,0.003
0.072,250.2,34.7,8,2017,17,3,0.866,-0.5,0.333,0.167,0.381,0.168,0.736,0.003
0.068,283.2,35.81,8,2017,17,3,0.866,-0.5,0.333,0.333,0.394,0.192,0.707,0.002
0.074,318.1,36.51,8,2017,17,3,0.866,-0.5,0.333,0.5,0.414,0.209,0.691,0.003
0.071,350.1,37.01,8,2017,17,3,0.866,-0.5,0.333,0.667,0.445,0.226,0.677,0.003
0.073,381.2,37.44,8,2017,17,3,0.866,-0.5,0.333,0.833,0.455,0.246,0.659,0.003
0.072,413.1,38.32,8,2017,17,3,0.707,-0.707,0.375,0.0,0.48,0.266,0.645,0.003
0.075,444.6,38.64,8,2017,17,3,0.707,-0.707,0.375,0.167,0.496,0.283,0.625,0.004
0.071,473.7,39.07,8,2017,17,3,0.707,-0.707,0.375,0.333,0.51,0.303,0.611,0.003
0.072,504.9,39.44,8,2017,17,3,0.707,-0.707,0.375,0.5,0.531,0.323,0.595,0.003
0.073,535.0,39.94,8,2017,17,3,0.707,-0.707,0.375,0.667,0.545,0.342,0.581,0.003
0.071,561.1,40.51,8,2017,17,3,0.707,-0.707,0.375,0.833,0.564,0.355,0.57,0.003
0.072,585.2,41.3,8,2017,17,3,0.5,-0.866,0.417,0.0,0.565,0.363,0.556,0.003
0.07,609.0,42.11,8,2017,17,3,0.5,-0.866,0.417,0.167,0.598,0.388,0.538,0.003
0.074,632.4,42.87,8,2017,17,3,0.5,-0.866,0.417,0.333,0.628,0.409,0.517,0.003
0.073,654.2,42.98,8,2017,17,3,0.5,-0.866,0.417,0.5,0.635,0.429,0.494,0.003
0.069,675.8,43.2,8,2017,17,3,0.5,-0.866,0.417,0.667,0.641,0.471,0.474,0.002
0.07,699.7,43.05,8,2017,17,3,0.5,-0.866,0.417,0.833,0.657,0.496,0.459,0.003
0.066,720.0,43.27,8,2017,17,3,0.259,-0.966,0.458,0.0,0.664,0.511,0.451,0.002
0.069,736.0,43.45,8,2017,17,3,0.259,-0.966,0.458,0.167,0.681,0.538,0.423,0.002
0.07,753.0,43.37,8,2017,17,3,0.259,-0.966,0.458,0.333,0.689,0.553,0.407,0.003
0.068,770.0,43.36,8,2017,17,3,0.259,-0.966,0.458,0.5,0.697,0.554,0.404,0.002
0.07,785.0,42.87,8,2017,17,3,0.259,-0.966,0.458,0.667,0.71,0.574,0.396,0.003
0.067,798.0,43.3,8,2017,17,3,0.259,-0.966,0.458,0.833,0.724,0.596,0.382,0.002
0.072,806.0,43.41,8,2017,17,3,0.0,-1.0,0.5,0.0,0.715,0.604,0.37,0.003
0.073,817.0,42.81,8,2017,17,3,0.0,-1.0,0.5,0.167,0.717,0.616,0.362,0.003
0.073,823.0,43.45,8,2017,17,3,0.0,-1.0,0.5,0.333,0.719,0.62,0.334,0.003
0.072,833.0,43.19,8,2017,17,3,0.0,-1.0,0.5,0.5,0.728,0.63,0.321,0.003
0.073,836.0,43.47,8,2017,17,3,0.0,-1.0,0.5,0.667,0.718,0.662,0.313,0.003
0.075,838.0,43.12,8,2017,17,3,0.0,-1.0,0.5,0.833,0.721,0.65,0.31,0.004
0.072,841.0,43.25,8,2017,17,3,-0.259,-0.966,0.542,0.0,0.729,0.661,0.31,0.003
0.071,843.0,43.16,8,2017,17,3,-0.259,-0.966,0.542,0.167,0.728,0.684,0.285,0.003
0.074,841.0,43.66,8,2017,17,3,-0.259,-0.966,0.542,0.333,0.733,0.696,0.273,0.003
0.072,837.0,44.11,8,2017,17,3,-0.259,-0.966,0.542,0.5,0.728,0.709,0.267,0.003
0.073,831.0,44.39,8,2017,17,3,-0.259,-0.966,0.542,0.667,0.72,0.723,0.261,0.003
0.077,827.0,45.01,8,2017,17,3,-0.259,-0.966,0.542,0.833,0.721,0.733,0.263,0.004
0.075,822.0,45.24,8,2017,17,3,-0.5,-0.866,0.583,0.0,0.718,0.761,0.247,0.004
0.07,812.0,46.49,8,2017,17,3,-0.5,-0.866,0.583,0.167,0.713,0.748,0.255,0.003
0.072,800.0,47.92,8,2017,17,3,-0.5,-0.866,0.583,0.333,0.707,0.742,0.264,0.003
0.074,787.0,48.84,8,2017,17,3,-0.5,-0.866,0.583,0.5,0.703,0.742,0.262,0.003
0.07,778.0,52.5,8,2017,17,3,-0.5,-0.866,0.583,0.667,0.693,0.727,0.292,0.003
0.071,762.0,53.58,8,2017,17,3,-0.5,-0.866,0.583,0.833,0.689,0.691,0.32,0.003
0.071,745.0,53.89,8,2017,17,3,-0.707,-0.707,0.625,0.0,0.687,0.66,0.334,0.003
0.069,729.0,55.57,8,2017,17,3,-0.707,-0.707,0.625,0.167,0.685,0.617,0.358,0.002
0.07,713.0,56.21,8,2017,17,3,-0.707,-0.707,0.625,0.333,0.673,0.62,0.369,0.003
0.071,692.4,55.23,8,2017,17,3,-0.707,-0.707,0.625,0.5,0.672,0.601,0.373,0.003
0.071,675.3,54.6,8,2017,17,3,-0.707,-0.707,0.625,0.667,0.67,0.606,0.371,0.003
0.073,654.3,53.52,8,2017,17,3,-0.707,-0.707,0.625,0.833,0.662,0.591,0.38,0.003
0.07,631.8,52.8,8,2017,17,3,-0.866,-0.5,0.667,0.0,0.649,0.589,0.379,0.003
0.072,608.7,51.9,8,2017,17,3,-0.866,-0.5,0.667,0.167,0.642,0.605,0.379,0.003
0.074,584.2,52.17,8,2017,17,3,-0.866,-0.5,0.667,0.333,0.632,0.613,0.378,0.003
0.073,561.2,53.61,8,2017,17,3,-0.866,-0.5,0.667,0.5,0.635,0.612,0.377,0.003
0.069,529.5,54.42,8,2017,17,3,-0.866,-0.5,0.667,0.667,0.63,0.601,0.385,0.002
0.071,505.0,54.65,8,2017,17,3,-0.866,-0.5,0.667,0.833,0.617,0.597,0.389,0.003
0.069,472.3,53.01,8,2017,17,3,-0.966,-0.259,0.708,0.0,0.611,0.599,0.392,0.002
0.07,448.6,53.04,8,2017,17,3,-0.966,-0.259,0.708,0.167,0.607,0.597,0.397,0.003
0.07,417.5,59.14,8,2017,17,3,-0.966,-0.259,0.708,0.333,0.609,0.597,0.407,0.003
0.071,304.9,88.7,8,2017,17,3,-0.966,-0.259,0.708,0.5,0.602,0.598,0.406,0.003
0.072,325.5,227.0,8,2017,17,3,-0.966,-0.259,0.708,0.667,0.608,0.58,0.409,0.003
0.072,319.3,318.6,8,2017,17,3,-0.966,-0.259,0.708,0.833,0.607,0.573,0.415,0.003
0.069,283.8,298.1,8,2017,17,3,-1.0,-0.0,0.75,0.0,0.607,0.581,0.416,0.002
0.072,249.8,263.6,8,2017,17,3,-1.0,-0.0,0.75,0.167,0.61,0.57,0.433,0.003
0.068,219.1,232.4,8,2017,17,3,-1.0,-0.0,0.75,0.333,0.627,0.551,0.442,0.002
0.066,189.1,201.6,8,2017,17,3,-1.0,-0.0,0.75,0.5,0.637,0.524,0.456,0.002
0.071,161.2,172.8,8,2017,17,3,-1.0,-0.0,0.75,0.667,0.655,0.52,0.458,0.003
0.067,132.9,142.6,8,2017,17,3,-1.0,-0.0,0.75,0.833,0.678,0.504,0.47,0.002
0.071,107.8,115.6,8,2017,17,3,-0.966,0.259,0.792,0.0,0.735,0.482,0.491,0.003
0.066,83.8,89.3,8,2017,17,3,-0.966,0.259,0.792,0.167,0.842,0.464,0.496,0.002
0.071,63.38,66.98,8,2017,17,3,-0.966,0.259,0.792,0.333,0.927,0.448,0.509,0.003
0.071,43.96,45.52,8,2017,17,3,-0.966,0.259,0.792,0.5,0.967,0.43,0.529,0.003
0.072,28.43,28.71,8,2017,17,3,-0.966,0.259,0.792,0.667,0.989,0.411,0.541,0.003
0.072,13.24,11.66,8,2017,17,3,-0.966,0.259,0.792,0.833,0.986,0.399,0.546,0.003
0.071,5.475,4.674,8,2017,17,3,-0.866,0.5,0.833,0.0,0.979,0.391,0.553,0.003
0.07,1.879,1.533,8,2017,17,3,-0.866,0.5,0.833,0.167,0.981,0.382,0.559,0.003
0.066,0.391,0.307,8,2017,17,3,-0.866,0.5,0.833,0.333,0.972,0.376,0.562,0.002
0.071,0.117,0.152,8,2017,17,3,-0.866,0.5,0.833,0.5,0.968,0.368,0.565,0.003
0.074,0.091,0.119,8,2017,17,3,-0.866,0.5,0.833,0.667,0.961,0.362,0.571,0.003
0.072,0.084,0.074,8,2017,17,3,-0.866,0.5,0.833,0.833,0.958,0.355,0.576,0.003
0.072,0.069,0.096,8,2017,17,3,-0.707,0.707,0.875,0.0,0.939,0.332,0.594,0.003
0.072,0.073,0.1,8,2017,17,3,-0.707,0.707,0.875,0.167,0.928,0.33,0.594,0.003
0.071,0.08,0.111,8,2017,17,3,-0.707,0.707,0.875,0.333,0.92,0.33,0.594,0.003
0.073,0.11,0.078,8,2017,17,3,-0.707,0.707,0.875,0.5,0.912,0.322,0.596,0.003
0.071,0.091,0.1,8,2017,17,3,-0.707,0.707,0.875,0.667,0.907,0.31,0.605,0.003
0.07,0.077,0.096,8,2017,17,3,-0.707,0.707,0.875,0.833,0.892,0.3,0.611,0.003
0.07,0.091,0.104,8,2017,17,3,-0.5,0.866,0.917,0.0,0.876,0.287,0.619,0.003
0.068,0.102,0.078,8,2017,17,3,-0.5,0.866,0.917,0.167,0.86,0.285,0.619,0.002
0.069,0.102,0.067,8,2017,17,3,-0.5,0.866,0.917,0.333,0.832,0.277,0.623,0.002
0.067,0.084,0.104,8,2017,17,3,-0.5,0.866,0.917,0.5,0.812,0.276,0.623,0.002
0.069,0.088,0.093,8,2017,17,3,-0.5,0.866,0.917,0.667,0.781,0.274,0.619,0.002
0.069,0.117,0.096,8,2017,17,3,-0.5,0.866,0.917,0.833,0.757,0.267,0.625,0.002
0.074,0.08,0.1,8,2017,17,3,-0.259,0.966,0.958,0.0,0.726,0.253,0.637,0.003
0.07,0.099,0.07,8,2017,17,3,-0.259,0.966,0.958,0.167,0.707,0.244,0.645,0.003
0.069,0.088,0.096,8,2017,17,3,-0.259,0.966,0.958,0.333,0.688,0.244,0.646,0.002
0.068,0.08,0.096,8,2017,17,3,-0.259,0.966,0.958,0.5,0.657,0.247,0.642,0.002
0.072,0.102,0.1,8,2017,17,3,-0.259,0.966,0.958,0.667,0.636,0.24,0.649,0.003
0.071,0.066,0.093,8,2017,17,3,-0.259,0.966,0.958,0.833,0.61,0.24,0.65,0.003
0.069,0.077,0.133,8,2017,18,4,0.0,1.0,0.0,0.0,0.588,0.238,0.656,0.002
0.068,0.091,0.089,8,2017,18,4,0.0,1.0,0.0,0.167,0.567,0.222,0.666,0.002
0.07,0.077,0.122,8,2017,18,4,0.0,1.0,0.0,0.333,0.543,0.216,0.673,0.003
0.071,0.091,0.104,8,2017,18,4,0.0,1.0,0.0,0.5,0.515,0.212,0.675,0.003
0.071,0.08,0.104,8,2017,18,4,0.0,1.0,0.0,0.667,0.498,0.212,0.678,0.003
0.073,0.084,0.119,8,2017,18,4,0.0,1.0,0.0,0.833,0.482,0.211,0.679,0.003
0.074,0.073,0.133,8,2017,18,4,0.259,0.966,0.042,0.0,0.466,0.211,0.679,0.003
0.069,0.077,0.119,8,2017,18,4,0.259,0.966,0.042,0.167,0.447,0.209,0.682,0.002
0.067,0.095,0.137,8,2017,18,4,0.259,0.966,0.042,0.333,0.44,0.206,0.684,0.002
0.068,0.073,0.111,8,2017,18,4,0.259,0.966,0.042,0.5,0.421,0.201,0.69,0.002
0.073,0.08,0.085,8,2017,18,4,0.259,0.966,0.042,0.667,0.408,0.199,0.693,0.003
0.069,0.048,0.133,8,2017,18,4,0.259,0.966,0.042,0.833,0.403,0.192,0.703,0.002
0.071,0.084,0.148,8,2017,18,4,0.5,0.866,0.083,0.0,0.385,0.182,0.714,0.003
0.073,0.102,0.093,8,2017,18,4,0.5,0.866,0.083,0.167,0.374,0.179,0.716,0.003
0.071,0.099,0.085,8,2017,18,4,0.5,0.866,0.083,0.333,0.373,0.18,0.717,0.003
0.072,0.088,0.119,8,2017,18,4,0.5,0.866,0.083,0.5,0.364,0.178,0.717,0.003
0.072,0.073,0.163,8,2017,18,4,0.5,0.866,0.083,0.667,0.355,0.174,0.725,0.003
0.069,0.08,0.133,8,2017,18,4,0.5,0.866,0.083,0.833,0.35,0.168,0.732,0.002
0.068,0.069,0.122,8,2017,18,4,0.707,0.707,0.125,0.0,0.345,0.163,0.738,0.002
0.074,0.08,0.126,8,2017,18,4,0.707,0.707,0.125,0.167,0.341,0.158,0.743,0.003
0.074,0.091,0.126,8,2017,18,4,0.707,0.707,0.125,0.333,0.334,0.157,0.743,0.003
0.068,0.077,0.137,8,2017,18,4,0.707,0.707,0.125,0.5,0.334,0.151,0.748,0.002
0.067,0.062,0.133,8,2017,18,4,0.707,0.707,0.125,0.667,0.335,0.146,0.753,0.002
0.065,0.084,0.096,8,2017,18,4,0.707,0.707,0.125,0.833,0.335,0.141,0.758,0.002
0.067,0.084,0.089,8,2017,18,4,0.866,0.5,0.167,0.0,0.347,0.137,0.76,0.002
0.069,0.091,0.115,8,2017,18,4,0.866,0.5,0.167,0.167,0.36,0.133,0.765,0.002
0.074,0.102,0.107,8,2017,18,4,0.866,0.5,0.167,0.333,0.351,0.13,0.766,0.003
0.07,0.102,0.089,8,2017,18,4,0.866,0.5,0.167,0.5,0.341,0.131,0.765,0.003
0.074,0.077,0.093,8,2017,18,4,0.866,0.5,0.167,0.667,0.334,0.125,0.771,0.003
0.07,0.091,0.07,8,2017,18,4,0.866,0.5,0.167,0.833,0.326,0.124,0.773,0.003
0.072,0.088,0.096,8,2017,18,4,0.966,0.259,0.208,0.0,0.31,0.124,0.77,0.003
0.072,0.077,0.133,8,2017,18,4,0.966,0.259,0.208,0.167,0.275,0.123,0.771,0.003
0.069,0.066,0.119,8,2017,18,4,0.966,0.259,0.208,0.333,0.244,0.119,0.776,0.002
0.071,0.08,0.111,8,2017,18,4,0.966,0.259,0.208,0.5,0.223,0.114,0.78,0.003
0.068,0.091,0.119,8,2017,18,4,0.966,0.259,0.208,0.667,0.208,0.114,0.781,0.002
0.067,0.077,0.133,8,2017,18,4,0.966,0.259,0.208,0.833,0.206,0.112,0.782,0.002
0.069,0.099,0.093,8,2017,18,4,1.0,0.0,0.25,0.0,0.207,0.107,0.787,0.002
0.075,0.11,0.107,8,2017,18,4,1.0,0.0,0.25,0.167,0.206,0.101,0.795,0.004
0.071,0.278,0.241,8,2017,18,4,1.0,0.0,0.25,0.333,0.205,0.101,0.795,0.003
0.071,1.44,1.222,8,2017,18,4,1.0,0.0,0.25,0.5,0.214,0.103,0.793,0.003
0.073,5.088,3.978,8,2017,18,4,1.0,0.0,0.25,0.667,0.23,0.107,0.791,0.003
0.071,12.09,9.42,8,2017,18,4,1.0,0.0,0.25,0.833,0.234,0.111,0.787,0.003
0.068,21.37,16.25,8,2017,18,4,0.966,-0.259,0.292,0.0,0.257,0.118,0.786,0.002
0.068,40.78,31.68,8,2017,18,4,0.966,-0.259,0.292,0.167,0.267,0.121,0.779,0.002
0.066,73.9,47.25,8,2017,18,4,0.966,-0.259,0.292,0.333,0.264,0.117,0.779,0.002
0.07,101.6,40.38,8,2017,18,4,0.966,-0.259,0.292,0.5,0.273,0.116,0.78,0.003
0.071,130.4,41.04,8,2017,18,4,0.966,-0.259,0.292,0.667,0.287,0.115,0.78,0.003
0.068,159.9,44.55,8,2017,18,4,0.966,-0.259,0.292,0.833,0.305,0.116,0.781,0.002
0.072,190.1,47.76,8,2017,18,4,0.866,-0.5,0.333,0.0,0.332,0.121,0.781,0.003
0.07,222.3,50.74,8,2017,18,4,0.866,-0.5,0.333,0.167,0.369,0.13,0.776,0.003
0.074,255.4,53.83,8,2017,18,4,0.866,-0.5,0.333,0.333,0.391,0.142,0.773,0.003
0.068,278.7,58.9,8,2017,18,4,0.866,-0.5,0.333,0.5,0.409,0.148,0.761,0.002
0.072,206.3,72.3,8,2017,18,4,0.866,-0.5,0.333,0.667,0.427,0.159,0.757,0.003
0.075,165.3,105.0,8,2017,18,4,0.866,-0.5,0.333,0.833,0.442,0.162,0.745,0.004
0.074,211.7,122.1,8,2017,18,4,0.707,-0.707,0.375,0.0,0.469,0.172,0.743,0.003
0.07,257.0,129.1,8,2017,18,4,0.707,-0.707,0.375,0.167,0.493,0.178,0.734,0.003
0.071,378.5,119.7,8,2017,18,4,0.707,-0.707,0.375,0.333,0.511,0.206,0.733,0.003
0.067,471.4,101.6,8,2017,18,4,0.707,-0.707,0.375,0.5,0.535,0.239,0.717,0.002
0.071,507.9,81.8,8,2017,18,4,0.707,-0.707,0.375,0.667,0.547,0.297,0.704,0.003
0.069,532.1,80.8,8,2017,18,4,0.707,-0.707,0.375,0.833,0.571,0.34,0.674,0.002
0.068,553.8,84.2,8,2017,18,4,0.5,-0.866,0.417,0.0,0.589,0.346,0.669,0.002
0.066,575.8,91.5,8,2017,18,4,0.5,-0.866,0.417,0.167,0.596,0.355,0.674,0.002
0.065,606.1,92.1,8,2017,18,4,0.5,-0.866,0.417,0.333,0.609,0.377,0.68,0.002
0.064,628.0,92.8,8,2017,18,4,0.5,-0.866,0.417,0.5,0.624,0.379,0.691,0.001
0.067,588.6,101.3,8,2017,18,4,0.5,-0.866,0.417,0.667,0.635,0.387,0.689,0.002
0.067,686.6,103.2,8,2017,18,4,0.5,-0.866,0.417,0.833,0.644,0.395,0.691,0.002
0.063,678.8,92.2,8,2017,18,4,0.259,-0.966,0.458,0.0,0.656,0.388,0.707,0.001
0.065,710.0,86.7,8,2017,18,4,0.259,-0.966,0.458,0.167,0.665,0.394,0.702,0.002
0.065,729.0,83.3,8,2017,18,4,0.259,-0.966,0.458,0.333,0.677,0.388,0.709,0.002
0.066,744.0,81.0,8,2017,18,4,0.259,-0.966,0.458,0.5,0.684,0.388,0.716,0.002
0.064,757.0,81.3,8,2017,18,4,0.259,-0.966,0.458,0.667,0.683,0.395,0.715,0.001
0.064,770.0,79.2,8,2017,18,4,0.259,-0.966,0.458,0.833,0.681,0.396,0.715,0.001
0.067,782.0,79.7,8,2017,18,4,0.0,-1.0,0.5,0.0,0.67,0.407,0.704,0.002
0.065,791.0,77.7,8,2017,18,4,0.0,-1.0,0.5,0.167,0.663,0.402,0.701,0.002
0.066,799.0,75.9,8,2017,18,4,0.0,-1.0,0.5,0.333,0.644,0.425,0.695,0.002
0.065,806.0,75.2,8,2017,18,4,0.0,-1.0,0.5,0.5,0.637,0.425,0.679,0.002
0.066,809.0,73.6,8,2017,18,4,0.0,-1.0,0.5,0.667,0.634,0.421,0.687,0.002
0.066,813.0,72.6,8,2017,18,4,0.0,-1.0,0.5,0.833,0.635,0.421,0.686,0.002
0.068,818.0,71.1,8,2017,18,4,-0.259,-0.966,0.542,0.0,0.636,0.43,0.685,0.002
0.066,820.0,69.93,8,2017,18,4,-0.259,-0.966,0.542,0.167,0.655,0.434,0.669,0.002
0.067,820.0,70.1,8,2017,18,4,-0.259,-0.966,0.542,0.333,0.653,0.415,0.684,0.002
0.065,820.0,69.55,8,2017,18,4,-0.259,-0.966,0.542,0.5,0.662,0.415,0.685,0.002
0.064,817.0,69.77,8,2017,18,4,-0.259,-0.966,0.542,0.667,0.658,0.422,0.685,0.001
0.066,811.0,67.89,8,2017,18,4,-0.259,-0.966,0.542,0.833,0.659,0.437,0.675,0.002
0.066,807.0,66.08,8,2017,18,4,-0.5,-0.866,0.583,0.0,0.657,0.43,0.681,0.002
0.065,799.0,64.56,8,2017,18,4,-0.5,-0.866,0.583,0.167,0.652,0.449,0.679,0.002
0.068,792.0,62.9,8,2017,18,4,-0.5,-0.866,0.583,0.333,0.653,0.452,0.665,0.002
0.063,781.0,61.07,8,2017,18,4,-0.5,-0.866,0.583,0.5,0.648,0.468,0.656,0.001
0.064,769.0,60.51,8,2017,18,4,-0.5,-0.866,0.583,0.667,0.645,0.468,0.645,0.001
0.062,755.0,60.16,8,2017,18,4,-0.5,-0.866,0.583,0.833,0.649,0.473,0.638,0.001
0.065,740.0,59.36,8,2017,18,4,-0.707,-0.707,0.625,0.0,0.635,0.477,0.634,0.002
0.062,725.0,58.43,8,2017,18,4,-0.707,-0.707,0.625,0.167,0.647,0.464,0.639,0.001
0.064,707.0,57.93,8,2017,18,4,-0.707,-0.707,0.625,0.333,0.638,0.481,0.62,0.001
0.064,688.8,57.56,8,2017,18,4,-0.707,-0.707,0.625,0.5,0.626,0.482,0.626,0.001
0.062,669.6,56.73,8,2017,18,4,-0.707,-0.707,0.625,0.667,0.622,0.476,0.638,0.001
0.061,649.1,55.34,8,2017,18,4,-0.707,-0.707,0.625,0.833,0.614,0.477,0.629,0.001
0.064,626.0,53.95,8,2017,18,4,-0.866,-0.5,0.667,0.0,0.618,0.491,0.603,0.001
0.061,604.8,52.33,8,2017,18,4,-0.866,-0.5,0.667,0.167,0.612,0.503,0.569,0.001
0.064,581.6,51.1,8,2017,18,4,-0.866,-0.5,0.667,0.333,0.598,0.521,0.522,0.001
0.064,557.8,50.11,8,2017,18,4,-0.866,-0.5,0.667,0.5,0.599,0.541,0.491,0.001
0.063,531.3,48.85,8,2017,18,4,-0.866,-0.5,0.667,0.667,0.593,0.54,0.496,0.001
0.065,504.2,48.23,8,2017,18,4,-0.866,-0.5,0.667,0.833,0.586,0.535,0.485,0.002
0.065,475.4,47.88,8,2017,18,4,-0.966,-0.259,0.708,0.0,0.578,0.545,0.478,0.002
0.063,446.7,47.74,8,2017,18,4,-0.966,-0.259,0.708,0.167,0.578,0.549,0.496,0.001
0.065,417.9,51.0,8,2017,18,4,-0.966,-0.259,0.708,0.333,0.57,0.534,0.51,0.002
0.067,317.8,76.0,8,2017,18,4,-0.966,-0.259,0.708,0.5,0.57,0.509,0.525,0.002
0.063,307.1,195.1,8,2017,18,4,-0.966,-0.259,0.708,0.667,0.574,0.503,0.531,0.001
0.059,323.0,318.1,8,2017,18,4,-0.966,-0.259,0.708,0.833,0.581,0.501,0.534,0.0
0.064,290.5,309.4,8,2017,18,4,-1.0,-0.0,0.75,0.0,0.577,0.506,0.529,0.001
0.064,259.7,279.0,8,2017,18,4,-1.0,-0.0,0.75,0.167,0.581,0.509,0.525,0.001
0.066,229.5,247.8,8,2017,18,4,-1.0,-0.0,0.75,0.333,0.589,0.497,0.547,0.002
0.057,197.7,214.6,8,2017,18,4,-1.0,-0.0,0.75,0.5,0.599,0.488,0.556,0.0
0.057,168.0,183.3,8,2017,18,4,-1.0,-0.0,0.75,0.667,0.619,0.483,0.558,0.0
0.06,141.2,154.6,8,2017,18,4,-1.0,-0.0,0.75,0.833,0.644,0.476,0.563,0.001
0.065,115.9,127.5,8,2017,18,4,-0.966,0.259,0.792,0.0,0.695,0.47,0.566,0.002
0.067,90.2,100.6,8,2017,18,4,-0.966,0.259,0.792,0.167,0.802,0.462,0.573,0.002
0.065,68.93,75.4,8,2017,18,4,-0.966,0.259,0.792,0.333,0.89,0.456,0.576,0.002
0.069,47.12,50.85,8,2017,18,4,-0.966,0.259,0.792,0.5,0.922,0.444,0.594,0.002
0.065,28.24,29.01,8,2017,18,4,-0.966,0.259,0.792,0.667,0.94,0.431,0.603,0.002
0.065,11.35,9.54,8,2017,18,4,-0.966,0.259,0.792,0.833,0.947,0.425,0.607,0.002
0.068,4.726,3.959,8,2017,18,4,-0.866,0.5,0.833,0.0,0.939,0.422,0.615,0.002
0.069,1.634,1.315,8,2017,18,4,-0.866,0.5,0.833,0.167,0.94,0.414,0.644,0.002
0.066,0.351,0.256,8,2017,18,4,-0.866,0.5,0.833,0.333,0.941,0.392,0.674,0.002
0.063,0.102,0.137,8,2017,18,4,-0.866,0.5,0.833,0.5,0.931,0.377,0.679,0.001
0.069,0.077,0.144,8,2017,18,4,-0.866,0.5,0.833,0.667,0.926,0.375,0.67,0.002
0.067,0.08,0.078,8,2017,18,4,-0.866,0.5,0.833,0.833,0.917,0.376,0.684,0.002
0.067,0.099,0.067,8,2017,18,4,-0.707,0.707,0.875,0.0,0.906,0.364,0.709,0.002
0.066,0.095,0.115,8,2017,18,4,-0.707,0.707,0.875,0.167,0.906,0.353,0.743,0.002
0.066,0.095,0.085,8,2017,18,4,-0.707,0.707,0.875,0.333,0.903,0.343,0.774,0.002
0.064,0.106,0.081,8,2017,18,4,-0.707,0.707,0.875,0.5,0.891,0.33,0.801,0.001
0.065,0.088,0.1,8,2017,18,4,-0.707,0.707,0.875,0.667,0.875,0.324,0.813,0.002
0.066,0.088,0.104,8,2017,18,4,-0.707,0.707,0.875,0.833,0.857,0.315,0.816,0.002
0.068,0.084,0.096,8,2017,18,4,-0.5,0.866,0.917,0.0,0.848,0.311,0.816,0.002
0.066,0.066,0.096,8,2017,18,4,-0.5,0.866,0.917,0.167,0.832,0.31,0.818,0.002
0.065,0.091,0.085,8,2017,18,4,-0.5,0.866,0.917,0.333,0.814,0.31,0.818,0.002
